"","connection","date","time","from","to","vehicle","occupancy","line","from.station","from.name","from.longitude","from.latitude","from.avg_stop_times","from.prov","from.count","from.groups","from.k","from.maxcount","from.maj_groups","from.major_hub","from.non_hub","to.station","to.name","to.longitude","to.latitude","to.avg_stop_times","to.prov","to.count","to.groups","to.k","to.maxcount","to.maj_groups","to.major_hub","to.non_hub","occ_binary","date_time","hour","min","min_of_day","day_of_week","dist_morning_rush","dist_evening_rush","dist_rush","from_bruss","to_bruss","to_from_bruss","vehicle_type","nr_of_stops","temperature","humidity","windspeed","visibility","weather_type","to_from_maj_hub","in_group","in_group_maj","tf_avg_stop","tf_count","to.Hainut","to.VlaamsBrabant","from.Hainut","from.VlaamsBrabant","line7573","line66","line12"
"1981","008812005/20161021/IC1717",2016-10-21,"06:52:38 PM","008812005","008833001","IC1717","medium","l.36","008812005","Brussel-Noord/Bruxelles-Nord",4.360846,50.859663,640.26589595376,"Bruxelles",645,"g9","k = 11",660,"mg5","Y","N","008833001","Leuven",4.715866,50.88228,351.9161849711,"Vlaams Brabant",300,"g3","k = 11",300,"mg5","Y","N","0",2016-10-21 19:00:00,19,0,1140,"Friday",11,1,1,"Y","N","Y","IC",21,8,84,9,10,"wt.113","Y","N","Y",496.09104046243,472.5,"N","Y","N","N","N","N","N"
"1982","008833001/20161021/IC2639",2016-10-21,"06:53:36 PM","008833001","008821121","IC2639","high","l.36","008833001","Leuven",4.715866,50.88228,351.9161849711,"Vlaams Brabant",300,"g3","k = 11",300,"mg5","Y","N","008821121","Antwerpen-Berchem",4.432221,51.19923,421.64450867052,"Antwerpen",322,"g8","k = 11",334,"mg5","Y","N","1",2016-10-21 19:00:00,19,0,1140,"Friday",11,1,1,"N","N","N","IC",8,7,83,10,10,"wt.176","Y","N","Y",386.78034682081,311,"N","N","N","Y","N","N","N"
"1983","008821600/20161021/IC3441",2016-10-21,"07:42:41 PM","008821600","008822004","IC3441","low","l.25","008821600","Lier",4.560614,51.135758,154.41329479769,"Antwerpen",98,"g3","k = 11",300,"mg1","N","N","008822004","Mechelen",4.482785,51.017648,306.52312138728,"Antwerpen",253,"g3","k = 11",300,"mg5","Y","N","0",2016-10-21 20:00:00,20,0,1200,"Friday",12,2,2,"N","N","N","IC",17,8,87,11,10,"wt.116","Y","Y","N",230.468208092485,175.5,"N","N","N","N","N","N","N"
"1984","008892007/20161021/IC3619",2016-10-21,"09:10:09 PM","008892007","008895000","IC3619","low","l.50","008892007","Gent-Sint-Pieters",3.710675,51.035896,309.01445086705,"Oost-Vlaanderen",343,"g2","k = 11",343,"mg5","Y","N","008895000","Aalst",4.039653,50.942813,88.263005780347,"Oost-Vlaanderen",100,"g1","k = 11",152,"mg1","N","N","0",2016-10-21 21:00:00,21,0,1260,"Friday",11,3,3,"N","N","N","IC",28,8,93,9,10,"wt.113","Y","N","N",198.638728323699,221.5,"N","N","N","N","N","N","N"
"1986","008892007/20161022/IC3606",2016-10-22,"08:18:10 AM","008892007","008895000","IC3606","medium","l.50","008892007","Gent-Sint-Pieters",3.710675,51.035896,309.01445086705,"Oost-Vlaanderen",343,"g2","k = 11",343,"mg5","Y","N","008895000","Aalst",4.039653,50.942813,88.263005780347,"Oost-Vlaanderen",100,"g1","k = 11",152,"mg1","N","N","0",2016-10-22 08:00:00,8,0,480,"Saturday",0,10,0,"N","N","N","IC",28,6,89,5,6,"wt.116","Y","N","N",198.638728323699,221.5,"N","N","N","N","N","N","N"
"1987","008814001/20161022/IC3708",2016-10-22,"08:22:31 AM","008814001","008819406","IC3708","low","l.36","008814001","Brussel-Zuid/Bruxelles-Midi",4.336531,50.835707,686.61560693642,"Bruxelles",660,"g9","k = 11",660,"mg5","Y","N","008819406","Brussels Airport - Zaventem",4.482076,50.896456,171.02023121387,"Vlaams Brabant",173,"g9","k = 11",660,"mg1","N","N","0",2016-10-22 08:00:00,8,0,480,"Saturday",0,10,0,"Y","Y","Y","IC",8,6,89,9,6,"wt.119","Y","Y","N",428.817919075145,416.5,"N","Y","N","N","N","N","N"
"1988","008891140/20161022/IC1507",2016-10-22,"08:22:36 AM","008891140","008814001","IC1507","low","l.50A","008891140","Aalter",3.447848,51.092295,78.488439306358,"Oost-Vlaanderen",91,"g2","k = 11",343,"mg1","N","N","008814001","Brussel-Zuid/Bruxelles-Midi",4.336531,50.835707,686.61560693642,"Bruxelles",660,"g9","k = 11",660,"mg5","Y","N","0",2016-10-22 08:00:00,8,0,480,"Saturday",0,10,0,"N","Y","Y","IC",16,8,84,5,10,"wt.176","Y","N","N",382.552023121389,375.5,"N","N","N","N","N","N","N"
"1989","008891009/20161022/IC508",2016-10-22,"08:47:28 AM","008891009","008892007","IC508","low","l.50A","008891009","Brugge",3.216726,51.197226,164.41907514451,"West-Vlaanderen",183,"g11","k = 11",183,"mg1","N","N","008892007","Gent-Sint-Pieters",3.710675,51.035896,309.01445086705,"Oost-Vlaanderen",343,"g2","k = 11",343,"mg5","Y","N","0",2016-10-22 09:00:00,9,0,540,"Saturday",1,9,1,"N","N","N","IC",11,8,82,5,10,"wt.176","Y","N","N",236.71676300578,263,"N","N","N","N","N","N","N"
"1992","008814001/20161022/IC534",2016-10-22,"12:35:21 PM","008814001","008891702","IC534","high","l.50A","008814001","Brussel-Zuid/Bruxelles-Midi",4.336531,50.835707,686.61560693642,"Bruxelles",660,"g9","k = 11",660,"mg5","Y","N","008891702","Oostende",2.925809,51.228212,59.895953757225,"West-Vlaanderen",84,"g11","k = 11",183,"mg1","N","N","1",2016-10-22 13:00:00,13,0,780,"Saturday",5,5,5,"Y","N","Y","IC",11,9,72,6,10,"wt.353","Y","N","N",373.255780346823,372,"N","N","N","N","N","N","N"
"1993","008833001/20161022/IC3637",2016-10-22,"01:47:26 PM","008833001","008819406","IC3637","low","l.36","008833001","Leuven",4.715866,50.88228,351.9161849711,"Vlaams Brabant",300,"g3","k = 11",300,"mg5","Y","N","008819406","Brussels Airport - Zaventem",4.482076,50.896456,171.02023121387,"Vlaams Brabant",173,"g9","k = 11",660,"mg1","N","N","0",2016-10-22 14:00:00,14,0,840,"Saturday",6,4,4,"N","Y","Y","IC",28,9,71,5,10,"wt.116","Y","N","N",261.468208092485,236.5,"N","Y","N","Y","N","N","N"
"1994","008892007/20161022/IC1834",2016-10-22,"02:10:01 PM","008892007","008891009","IC1834","low","l.50A","008892007","Gent-Sint-Pieters",3.710675,51.035896,309.01445086705,"Oost-Vlaanderen",343,"g2","k = 11",343,"mg5","Y","N","008891009","Brugge",3.216726,51.197226,164.41907514451,"West-Vlaanderen",183,"g11","k = 11",183,"mg1","N","N","0",2016-10-22 14:00:00,14,0,840,"Saturday",6,4,4,"N","N","N","IC",10,10,69,7,10,"wt.116","Y","N","N",236.71676300578,263,"N","N","N","N","N","N","N"
"1995","008833001/20161022/IC3637",2016-10-22,"02:48:03 PM","008833001","008819406","IC3637","low","l.36","008833001","Leuven",4.715866,50.88228,351.9161849711,"Vlaams Brabant",300,"g3","k = 11",300,"mg5","Y","N","008819406","Brussels Airport - Zaventem",4.482076,50.896456,171.02023121387,"Vlaams Brabant",173,"g9","k = 11",660,"mg1","N","N","0",2016-10-22 15:00:00,15,0,900,"Saturday",7,3,3,"N","Y","Y","IC",28,10,69,5,10,"wt.116","Y","N","N",261.468208092485,236.5,"N","Y","N","Y","N","N","N"
"1996","008892007/20161022/IC713",2016-10-22,"02:52:30 PM","008892007","008896149","IC713","low","l.75-73","008892007","Gent-Sint-Pieters",3.710675,51.035896,309.01445086705,"Oost-Vlaanderen",343,"g2","k = 11",343,"mg5","Y","N","008896149","Waregem",3.42551,50.892456,59.245664739884,"West-Vlaanderen",62,"g11","k = 11",183,"mg1","N","N","0",2016-10-22 15:00:00,15,0,900,"Saturday",7,3,3,"N","N","N","IC",15,11,66,8,10,"wt.116","Y","N","N",184.130057803467,202.5,"N","N","N","N","Y","N","N"
"1997","008811189/20161022/IC3316",2016-10-22,"03:42:31 PM","008811189","008822004","IC3316","high","l.25","008811189","Vilvoorde",4.432823,50.924583,130.41329479769,"Vlaams Brabant",116,"g9","k = 11",660,"mg1","N","N","008822004","Mechelen",4.482785,51.017648,306.52312138728,"Antwerpen",253,"g3","k = 11",300,"mg5","Y","N","1",2016-10-22 16:00:00,16,0,960,"Saturday",8,2,2,"N","N","N","IC",14,9,71,5,10,"wt.116","Y","N","N",218.468208092485,184.5,"N","N","N","Y","N","N","N"
"1998","008833001/20161022/IC1538",2016-10-22,"04:29:35 PM","008833001","008812005","IC1538","low","l.36","008833001","Leuven",4.715866,50.88228,351.9161849711,"Vlaams Brabant",300,"g3","k = 11",300,"mg5","Y","N","008812005","Brussel-Noord/Bruxelles-Nord",4.360846,50.859663,640.26589595376,"Bruxelles",645,"g9","k = 11",660,"mg5","Y","N","0",2016-10-22 16:00:00,16,0,960,"Saturday",8,2,2,"N","Y","Y","IC",16,9,72,5,10,"wt.116","Y","N","Y",496.09104046243,472.5,"N","N","N","Y","N","N","N"
"1999","008821402/20161022/L2580",2016-10-22,"07:55:17 PM","008821402","008821006","L2580","high","l.12","008821402","Essen",4.451314,51.462767,45.696531791908,"Antwerpen",29,"g8","k = 11",334,"mg4","N","N","008821006","Antwerpen-Centraal",4.421101,51.2172,467.98265895954,"Antwerpen",334,"g8","k = 11",334,"mg5","Y","N","1",2016-10-22 20:00:00,20,0,1200,"Saturday",12,2,2,"N","N","N","L",21,7,86,5,10,"wt.113","Y","Y","N",256.839595375724,181.5,"N","N","N","N","N","N","Y"
"2000","008821006/20161022/IC9220",2016-10-22,"07:55:23 PM","008821006","008813003","IC9220","high","l.25","008821006","Antwerpen-Centraal",4.421101,51.2172,467.98265895954,"Antwerpen",334,"g8","k = 11",334,"mg5","Y","N","008813003","Brussel-Centraal/Bruxelles-Central",4.356801,50.845658,634.16473988439,"Bruxelles",641,"g9","k = 11",660,"mg5","Y","N","1",2016-10-22 20:00:00,20,0,1200,"Saturday",12,2,2,"N","Y","Y","IC",8,6,85,5,10,"wt.113","Y","N","Y",551.073699421965,487.5,"N","N","N","N","N","N","N"
"2001","008813003/20161022/IC9260",2016-10-22,"08:53:02 PM","008813003","008814001","IC9260","high","l.0","008813003","Brussel-Centraal/Bruxelles-Central",4.356801,50.845658,634.16473988439,"Bruxelles",641,"g9","k = 11",660,"mg5","Y","N","008814001","Brussel-Zuid/Bruxelles-Midi",4.336531,50.835707,686.61560693642,"Bruxelles",660,"g9","k = 11",660,"mg5","Y","N","1",2016-10-22 21:00:00,21,0,1260,"Saturday",11,3,3,"Y","Y","Y","IC",8,4,90,5,10,"wt.113","Y","Y","Y",660.390173410405,650.5,"N","N","N","N","N","N","N"
"2002","008894508/20161023/IC1806",2016-10-23,"04:17:35 AM","008894508","008821006","IC1806","high","l.59","008894508","Sint-Niklaas",4.142966,51.171472,127.5838150289,"Oost-Vlaanderen",108,"g8","k = 11",334,"mg1","N","N","008821006","Antwerpen-Centraal",4.421101,51.2172,467.98265895954,"Antwerpen",334,"g8","k = 11",334,"mg5","Y","N","1",2016-10-23 04:00:00,4,0,240,"Sunday",4,12,4,"N","N","N","IC",10,3,95,7,2,"wt.143","Y","Y","N",297.78323699422,221,"N","N","N","N","N","N","N"
"2003","008894508/20161023/IC1806",2016-10-23,"06:38:46 AM","008894508","008821006","IC1806","high","l.59","008894508","Sint-Niklaas",4.142966,51.171472,127.5838150289,"Oost-Vlaanderen",108,"g8","k = 11",334,"mg1","N","N","008821006","Antwerpen-Centraal",4.421101,51.2172,467.98265895954,"Antwerpen",334,"g8","k = 11",334,"mg5","Y","N","1",2016-10-23 07:00:00,7,0,420,"Sunday",1,11,1,"N","N","N","IC",10,2,91,8,4,"wt.143","Y","Y","N",297.78323699422,221,"N","N","N","N","N","N","N"
"2004","008831005/20161023/IC1532",2016-10-23,"11:27:36 AM","008831005","008892007","IC1532","high","l.53","008831005","Hasselt",5.327627,50.930822,180.59826589595,"Limburg",132,"g5","k = 11",132,"mg1","N","N","008892007","Gent-Sint-Pieters",3.710675,51.035896,309.01445086705,"Oost-Vlaanderen",343,"g2","k = 11",343,"mg5","Y","N","1",2016-10-23 11:00:00,11,0,660,"Sunday",3,7,3,"N","N","N","IC",16,5,72,7,10,"wt.113","Y","N","N",244.8063583815,237.5,"N","N","N","N","N","N","N"
"2006","008819406/20161023/IC2834",2016-10-23,"01:06:41 PM","008819406","008812005","IC2834","low","l.36","008819406","Brussels Airport - Zaventem",4.482076,50.896456,171.02023121387,"Vlaams Brabant",173,"g9","k = 11",660,"mg1","N","N","008812005","Brussel-Noord/Bruxelles-Nord",4.360846,50.859663,640.26589595376,"Bruxelles",645,"g9","k = 11",660,"mg5","Y","N","0",2016-10-23 13:00:00,13,0,780,"Sunday",5,5,5,"Y","Y","Y","IC",7,9,67,11,10,"wt.113","Y","Y","N",405.643063583815,409,"N","N","N","Y","N","N","N"
"2007","008813003/20161023/S86568",2016-10-23,"05:26:46 PM","008813003","008811528","S86568","low","l.161","008813003","Brussel-Centraal/Bruxelles-Central",4.356801,50.845658,634.16473988439,"Bruxelles",641,"g9","k = 11",660,"mg5","Y","N","008811528","Genval",4.514832,50.725697,30.734104046243,"Brabant Wallon",34,"g4","k = 11",114,"mg3","N","N","0",2016-10-23 17:00:00,17,0,1020,"Sunday",9,1,1,"Y","N","Y","S",15,9,73,13,10,"wt.113","Y","N","N",332.449421965317,337.5,"N","N","N","N","N","N","N"
"2008","008812005/20161023/IC545",2016-10-23,"05:47:57 PM","008812005","008813003","IC545","medium","l.0","008812005","Brussel-Noord/Bruxelles-Nord",4.360846,50.859663,640.26589595376,"Bruxelles",645,"g9","k = 11",660,"mg5","Y","N","008813003","Brussel-Centraal/Bruxelles-Central",4.356801,50.845658,634.16473988439,"Bruxelles",641,"g9","k = 11",660,"mg5","Y","N","0",2016-10-23 18:00:00,18,0,1080,"Sunday",10,0,0,"Y","Y","Y","IC",15,8,77,13,10,"wt.113","Y","Y","Y",637.215317919075,643,"N","N","N","N","N","N","N"
"2009","008892007/20161023/IC517",2016-10-23,"06:29:19 PM","008892007","008814001","IC517","medium","l.50","008892007","Gent-Sint-Pieters",3.710675,51.035896,309.01445086705,"Oost-Vlaanderen",343,"g2","k = 11",343,"mg5","Y","N","008814001","Brussel-Zuid/Bruxelles-Midi",4.336531,50.835707,686.61560693642,"Bruxelles",660,"g9","k = 11",660,"mg5","Y","N","0",2016-10-23 18:00:00,18,0,1080,"Sunday",10,0,0,"N","Y","Y","IC",11,8,74,12,10,"wt.113","Y","N","Y",497.815028901735,501.5,"N","N","N","N","N","N","N"
"2010","008812047/20161023/S102090",2016-10-23,"07:48:34 PM","008812047","008812005","S102090","low","l.0","008812047","Jette",4.32622,50.880833,95.676300578035,"Bruxelles",63,"g9","k = 11",660,"mg1","N","N","008812005","Brussel-Noord/Bruxelles-Nord",4.360846,50.859663,640.26589595376,"Bruxelles",645,"g9","k = 11",660,"mg5","Y","N","0",2016-10-23 20:00:00,20,0,1200,"Sunday",12,2,2,"N","Y","Y","S",15,6,82,12,10,"wt.119","Y","Y","N",367.971098265898,354,"N","N","N","N","N","N","N"
"2011","8814001/20161023/IC1541",2016-10-23,"07:57:39 PM","008814001","008892007","IC1541","medium","l.50","008814001","Brussel-Zuid/Bruxelles-Midi",4.336531,50.835707,686.61560693642,"Bruxelles",660,"g9","k = 11",660,"mg5","Y","N","008892007","Gent-Sint-Pieters",3.710675,51.035896,309.01445086705,"Oost-Vlaanderen",343,"g2","k = 11",343,"mg5","Y","N","0",2016-10-23 20:00:00,20,0,1200,"Sunday",12,2,2,"Y","N","Y","IC",16,6,82,12,10,"wt.119","Y","N","Y",497.815028901735,501.5,"N","N","N","N","N","N","N"
"2012","008813003/20161023/IC1541",2016-10-23,"08:07:01 PM","008813003","008892007","IC1541","medium","l.50","008813003","Brussel-Centraal/Bruxelles-Central",4.356801,50.845658,634.16473988439,"Bruxelles",641,"g9","k = 11",660,"mg5","Y","N","008892007","Gent-Sint-Pieters",3.710675,51.035896,309.01445086705,"Oost-Vlaanderen",343,"g2","k = 11",343,"mg5","Y","N","0",2016-10-23 20:00:00,20,0,1200,"Sunday",12,2,2,"Y","N","Y","IC",16,6,82,12,10,"wt.119","Y","N","Y",471.58959537572,492,"N","N","N","N","N","N","N"
"2013","008891140/20161023/IC1541",2016-10-23,"08:22:57 PM","008891140","008891009","IC1541","medium","l.50A","008891140","Aalter",3.447848,51.092295,78.488439306358,"Oost-Vlaanderen",91,"g2","k = 11",343,"mg1","N","N","008891009","Brugge",3.216726,51.197226,164.41907514451,"West-Vlaanderen",183,"g11","k = 11",183,"mg1","N","N","0",2016-10-23 20:00:00,20,0,1200,"Sunday",12,2,2,"N","N","N","IC",16,7,73,13,10,"wt.119","N","N","Y",121.453757225434,137,"N","N","N","N","N","N","N"
"2014","008892007/20161023/IC1541",2016-10-23,"08:23:02 PM","008892007","008891140","IC1541","medium","l.50A","008892007","Gent-Sint-Pieters",3.710675,51.035896,309.01445086705,"Oost-Vlaanderen",343,"g2","k = 11",343,"mg5","Y","N","008891140","Aalter",3.447848,51.092295,78.488439306358,"Oost-Vlaanderen",91,"g2","k = 11",343,"mg1","N","N","0",2016-10-23 20:00:00,20,0,1200,"Sunday",12,2,2,"N","N","N","IC",16,6,79,12,10,"wt.119","Y","Y","N",193.751445086704,217,"N","N","N","N","N","N","N"
"2015","008814001/20161023/IC1541",2016-10-23,"08:23:06 PM","008814001","008892007","IC1541","medium","l.50","008814001","Brussel-Zuid/Bruxelles-Midi",4.336531,50.835707,686.61560693642,"Bruxelles",660,"g9","k = 11",660,"mg5","Y","N","008892007","Gent-Sint-Pieters",3.710675,51.035896,309.01445086705,"Oost-Vlaanderen",343,"g2","k = 11",343,"mg5","Y","N","0",2016-10-23 20:00:00,20,0,1200,"Sunday",12,2,2,"Y","N","Y","IC",16,6,82,12,10,"wt.119","Y","N","Y",497.815028901735,501.5,"N","N","N","N","N","N","N"
"2016","008813003/20161023/IC1919",2016-10-23,"08:55:32 PM","008813003","008811213","IC1919","low","l.0","008813003","Brussel-Centraal/Bruxelles-Central",4.356801,50.845658,634.16473988439,"Bruxelles",641,"g9","k = 11",660,"mg5","Y","N","008811213","Diegem",4.442774,50.890478,72.329479768786,"Vlaams Brabant",52,"g9","k = 11",660,"mg3","N","N","0",2016-10-23 21:00:00,21,0,1260,"Sunday",11,3,3,"Y","N","Y","IC",12,6,85,12,10,"wt.119","Y","Y","N",353.247109826588,346.5,"N","Y","N","N","N","N","N"
"2017","008831005/20161023/IC1544",2016-10-23,"09:30:56 PM","008831005","008833001","IC1544","medium","l.35","008831005","Hasselt",5.327627,50.930822,180.59826589595,"Limburg",132,"g5","k = 11",132,"mg1","N","N","008833001","Leuven",4.715866,50.88228,351.9161849711,"Vlaams Brabant",300,"g3","k = 11",300,"mg5","Y","N","0",2016-10-23 22:00:00,22,0,1320,"Sunday",10,4,4,"N","N","N","IC",15,5,87,12,10,"wt.119","Y","N","N",266.257225433525,216,"N","Y","N","N","N","N","N"
"2023","008821006/20161023/IC2621",2016-10-23,"10:19:23 PM","008821006","008833001","IC2621","medium","l.36","008821006","Antwerpen-Centraal",4.421101,51.2172,467.98265895954,"Antwerpen",334,"g8","k = 11",334,"mg5","Y","N","008833001","Leuven",4.715866,50.88228,351.9161849711,"Vlaams Brabant",300,"g3","k = 11",300,"mg5","Y","N","0",2016-10-23 22:00:00,22,0,1320,"Sunday",10,4,4,"N","N","N","IC",8,5,83,13,10,"wt.116","Y","N","Y",409.94942196532,317,"N","Y","N","N","N","N","N"
"2024","008821006/20161023/IC2621",2016-10-23,"10:20:03 PM","008821006","008821121","IC2621","low","l.36","008821006","Antwerpen-Centraal",4.421101,51.2172,467.98265895954,"Antwerpen",334,"g8","k = 11",334,"mg5","Y","N","008821121","Antwerpen-Berchem",4.432221,51.19923,421.64450867052,"Antwerpen",322,"g8","k = 11",334,"mg5","Y","N","0",2016-10-23 22:00:00,22,0,1320,"Sunday",10,4,4,"N","N","N","IC",8,5,83,13,10,"wt.116","Y","Y","Y",444.81358381503,328,"N","N","N","N","N","N","N"
"2025","008892007/20161023/IC1507",2016-10-23,"10:24:53 PM","008892007","008833001","IC1507","low","l.53","008892007","Gent-Sint-Pieters",3.710675,51.035896,309.01445086705,"Oost-Vlaanderen",343,"g2","k = 11",343,"mg5","Y","N","008833001","Leuven",4.715866,50.88228,351.9161849711,"Vlaams Brabant",300,"g3","k = 11",300,"mg5","Y","N","0",2016-10-23 22:00:00,22,0,1320,"Sunday",10,4,4,"N","N","N","IC",16,5,84,12,8,"wt.119","Y","N","Y",330.465317919075,321.5,"N","Y","N","N","N","N","N"
"2026","008892007/20161024/IC506",2016-10-24,"07:22:08 AM","008892007","008814001","IC506","high","l.50","008892007","Gent-Sint-Pieters",3.710675,51.035896,309.01445086705,"Oost-Vlaanderen",343,"g2","k = 11",343,"mg5","Y","N","008814001","Brussel-Zuid/Bruxelles-Midi",4.336531,50.835707,686.61560693642,"Bruxelles",660,"g9","k = 11",660,"mg5","Y","N","1",2016-10-24 07:00:00,7,0,420,"Monday",1,11,1,"N","Y","Y","IC",11,7,93,15,10,"wt.176","Y","N","Y",497.815028901735,501.5,"N","N","N","N","N","N","N"
"2027","008896149/20161024/IC407",2016-10-24,"07:33:23 AM","008896149","008813003","IC407","medium","l.89","008896149","Waregem",3.42551,50.892456,59.245664739884,"West-Vlaanderen",62,"g11","k = 11",183,"mg1","N","N","008813003","Brussel-Centraal/Bruxelles-Central",4.356801,50.845658,634.16473988439,"Bruxelles",641,"g9","k = 11",660,"mg5","Y","N","0",2016-10-24 08:00:00,8,0,480,"Monday",0,10,0,"N","Y","Y","IC",10,7,92,14,3,"wt.266","Y","N","N",346.705202312137,351.5,"N","N","N","N","N","N","N"
"2028","008893179/20161024/P7013",2016-10-24,"07:57:19 AM","008893179","008813003","P7013","high","l.50","008893179","Gentbrugge",3.756322,51.038647,21.445086705202,"Oost-Vlaanderen",16,"g2","k = 11",343,"mg4","N","N","008813003","Brussel-Centraal/Bruxelles-Central",4.356801,50.845658,634.16473988439,"Bruxelles",641,"g9","k = 11",660,"mg5","Y","N","1",2016-10-24 08:00:00,8,0,480,"Monday",0,10,0,"N","Y","Y","P",11,7,92,15,10,"wt.176","Y","N","N",327.804913294796,328.5,"N","N","N","N","N","N","N"
"2029","008891009/20161024/IC1507",2016-10-24,"08:07:50 AM","008891009","008892007","IC1507","high","l.50A","008891009","Brugge",3.216726,51.197226,164.41907514451,"West-Vlaanderen",183,"g11","k = 11",183,"mg1","N","N","008892007","Gent-Sint-Pieters",3.710675,51.035896,309.01445086705,"Oost-Vlaanderen",343,"g2","k = 11",343,"mg5","Y","N","1",2016-10-24 08:00:00,8,0,480,"Monday",0,10,0,"N","N","N","IC",16,7,85,19,6,"wt.176","Y","N","N",236.71676300578,263,"N","N","N","N","N","N","N"
"2030","008811189/20161024/IC3429",2016-10-24,"08:15:49 AM","008811189","008813003","IC3429","medium","l.25","008811189","Vilvoorde",4.432823,50.924583,130.41329479769,"Vlaams Brabant",116,"g9","k = 11",660,"mg1","N","N","008813003","Brussel-Centraal/Bruxelles-Central",4.356801,50.845658,634.16473988439,"Bruxelles",641,"g9","k = 11",660,"mg5","Y","N","0",2016-10-24 08:00:00,8,0,480,"Monday",0,10,0,"N","Y","Y","IC",17,6,89,14,6,"wt.266","Y","Y","N",382.28901734104,378.5,"N","N","N","Y","N","N","N"
"2031","008863008/20161024/IC4629",2016-10-24,"08:37:26 AM","008863008","008813003","IC4629","low","l.161","008863008","Namur",4.86222,50.468794,202.18786127168,"Namur",71,"g4","k = 11",114,"mg1","N","N","008813003","Brussel-Centraal/Bruxelles-Central",4.356801,50.845658,634.16473988439,"Bruxelles",641,"g9","k = 11",660,"mg5","Y","N","0",2016-10-24 09:00:00,9,0,540,"Monday",1,9,1,"N","Y","Y","IC",9,8,92,9,2,"wt.266","Y","N","N",418.176300578035,356,"N","N","N","N","N","N","N"
"2032","008814308/20161024/S23660",2016-10-24,"11:09:15 AM","008814308","008814340","S23660","low","l.96","008814308","Halle",4.240634,50.733931,182.09826589595,"Vlaams Brabant",139,"g9","k = 11",660,"mg1","N","N","008814340","Buizingen",4.258558,50.751577,49.054913294798,"Vlaams Brabant",29,"g9","k = 11",660,"mg4","N","N","0",2016-10-24 11:00:00,11,0,660,"Monday",3,7,3,"N","N","N","S",22,7,92,13,5,"wt.302","N","Y","N",115.576589595374,84,"N","Y","N","Y","N","N","N"
