"","occ_binary","line","hour","day_of_week","dist_rush","to_from_bruss","vehicle_type","nr_of_stops","temperature","humidity","windspeed","visibility","weather_type","from.avg_stop_times","from.prov","from.count","from.groups","from.maxcount","from.maj_groups","from.major_hub","from.non_hub","to.avg_stop_times","to.prov","to.count","to.groups","to.maxcount","to.maj_groups","to.major_hub","to.non_hub","to_from_maj_hub","tf_avg_stop","tf_count","to.Hainut","to.VlaamsBrabant","from.Hainut","from.VlaamsBrabant","line7573","line66","line12","in_group","in_group_maj"
"2046","H","l.50A",17,"Monday",1,"Y","IC",16,8,96,4,2,"wt.248",634.16473988439,"Bruxelles",641,"g9",660,"mg5","Y","N",164.41907514451,"West-Vlaanderen",183,"g11",183,"mg1","N","N","Y",399.29190751445,412,"N","N","N","N","N","N","N","N","N"
"2047","L","l.96",17,"Monday",1,"N","P",11,9,95,6,6,"wt.143",160.14161849711,"Hainaut",97,"g10",97,"mg1","N","N",146.69653179191,"Hainaut",63,"g7",63,"mg1","N","N","N",153.41907514451,80,"Y","N","Y","N","N","N","N","N","Y"
"2048","L","l.161",17,"Monday",1,"N","S",11,8,96,4,2,"wt.248",30.734104046243,"Brabant Wallon",36,"g4",114,"mg3","N","N",30.734104046243,"Brabant Wallon",36,"g4",114,"mg3","N","N","N",30.734104046243,36,"N","N","N","N","N","N","N","Y","Y"
"2049","L","l.75-73",17,"Monday",1,"N","IC",15,8,93,2,6,"wt.143",153.11560693642,"West-Vlaanderen",116,"g11",183,"mg1","N","N",309.01445086705,"Oost-Vlaanderen",343,"g2",343,"mg5","Y","N","Y",231.065028901735,229.5,"N","N","N","N","Y","N","N","N","N"
"2050","L","l.75-73",18,"Monday",0,"N","IC",15,8,96,4,7,"wt.122",309.01445086705,"Oost-Vlaanderen",343,"g2",343,"mg5","Y","N",153.11560693642,"West-Vlaanderen",116,"g11",183,"mg1","N","N","Y",231.065028901735,229.5,"N","N","N","N","Y","N","N","N","N"
"2051","H","l.75-73",18,"Monday",0,"N","IC",15,8,96,4,7,"wt.122",309.01445086705,"Oost-Vlaanderen",343,"g2",343,"mg5","Y","N",153.11560693642,"West-Vlaanderen",116,"g11",183,"mg1","N","N","Y",231.065028901735,229.5,"N","N","N","N","Y","N","N","N","N"
"2052","L","l.50A",18,"Monday",0,"Y","IC",11,8,93,3,5,"wt.143",164.41907514451,"West-Vlaanderen",183,"g11",183,"mg1","N","N",634.16473988439,"Bruxelles",641,"g9",660,"mg5","Y","N","Y",399.29190751445,412,"N","N","N","N","N","N","N","N","N"
"2053","L","l.0",18,"Monday",0,"Y","IC",11,8,97,3,1,"wt.248",640.26589595376,"Bruxelles",645,"g9",660,"mg5","Y","N",634.16473988439,"Bruxelles",641,"g9",660,"mg5","Y","N","Y",637.215317919075,643,"N","N","N","N","N","N","N","Y","Y"
"2054","L","l.36",19,"Monday",1,"N","L",9,8,97,4,2,"wt.248",269.12427745665,"Liège",119,"g6",119,"mg1","N","N",50.841040462428,"Liège",32,"g6",119,"mg3","N","N","N",159.982658959539,75.5,"N","N","N","N","N","N","N","Y","N"
"2055","L","l.36",19,"Monday",1,"N","L",9,8,97,4,2,"wt.248",269.12427745665,"Liège",119,"g6",119,"mg1","N","N",50.841040462428,"Liège",32,"g6",119,"mg3","N","N","N",159.982658959539,75.5,"N","N","N","N","N","N","N","Y","N"
"2056","L","l.35",19,"Monday",1,"Y","IC",17,6,97,3,0,"wt.248",640.26589595376,"Bruxelles",645,"g9",660,"mg5","Y","N",180.59826589595,"Limburg",132,"g5",132,"mg1","N","N","Y",410.432080924855,388.5,"N","N","N","N","N","N","N","N","N"
"2057","L","l.21",19,"Monday",1,"N","P",12,7,97,4,2,"wt.248",180.59826589595,"Limburg",132,"g5",132,"mg1","N","N",39.476878612717,"Limburg",41,"g5",132,"mg3","N","N","N",110.037572254333,86.5,"N","N","N","N","N","N","N","Y","N"
"2058","L","l.25",20,"Monday",2,"N","IC",11,7,96,4,3,"wt.143",421.64450867052,"Antwerpen",322,"g8",334,"mg5","Y","N",306.52312138728,"Antwerpen",253,"g3",300,"mg5","Y","N","Y",364.0838150289,287.5,"N","N","N","N","N","N","N","N","Y"
"2059","H","l.75-73",21,"Monday",3,"N","IC",28,4,96,1,2,"wt.143",53.095375722543,"West-Vlaanderen",64,"g11",183,"mg1","N","N",19.823699421965,"West-Vlaanderen",36,"g11",183,"mg3","N","N","N",36.459537572254,50,"N","N","N","N","Y","N","N","Y","N"
"2060","L","l.75-73",21,"Monday",3,"N","IC",28,4,96,1,2,"wt.143",53.095375722543,"West-Vlaanderen",64,"g11",183,"mg1","N","N",19.823699421965,"West-Vlaanderen",36,"g11",183,"mg3","N","N","N",36.459537572254,50,"N","N","N","N","Y","N","N","Y","N"
"2061","L","l.36",21,"Monday",3,"Y","IC",28,4,97,2,1,"wt.143",171.02023121387,"Vlaams Brabant",173,"g9",660,"mg1","N","N",351.9161849711,"Vlaams Brabant",300,"g3",300,"mg5","Y","N","Y",261.468208092485,236.5,"N","Y","N","Y","N","N","N","N","N"
"2062","L","l.25",22,"Monday",4,"Y","IC",6,7,96,3,2,"wt.143",467.98265895954,"Antwerpen",334,"g8",334,"mg5","Y","N",634.16473988439,"Bruxelles",641,"g9",660,"mg5","Y","N","Y",551.073699421965,487.5,"N","N","N","N","N","N","N","N","Y"
"2065","L","l.other",6,"Tuesday",2,"N","IC",15,8,97,4,1,"wt.248",213.74566473988,"Hainaut",79,"g10",97,"mg1","N","N",37.878612716763,"Hainaut",15,"g4",114,"mg4","N","N","N",125.812138728322,47,"Y","N","Y","N","N","N","N","N","N"
"2066","H","l.36",7,"Tuesday",1,"Y","P",7,8,97,7,2,"wt.248",53.239884393064,"Liège",35,"g6",119,"mg3","N","N",640.26589595376,"Bruxelles",645,"g9",660,"mg5","Y","N","Y",346.752890173412,340,"N","N","N","N","N","N","N","N","N"
"2067","H","l.25",7,"Tuesday",1,"Y","IC",17,8,94,4,4,"wt.143",130.41329479769,"Vlaams Brabant",116,"g9",660,"mg1","N","N",686.61560693642,"Bruxelles",660,"g9",660,"mg5","Y","N","Y",408.514450867055,388,"N","N","N","Y","N","N","N","Y","N"
"2068","L","l.124",7,"Tuesday",1,"N","S",28,8,95,4,4,"wt.143",21.728323699422,"Bruxelles",18,"g9",660,"mg4","N","N",21.728323699422,"Bruxelles",18,"g9",660,"mg4","N","N","N",21.728323699422,18,"N","N","N","N","N","N","N","Y","Y"
"2069","L","l.26",8,"Tuesday",0,"N","S",19,8,93,3,6,"wt.122",20.771676300578,"Bruxelles",6,"g9",660,"mg2","N","Y",20.771676300578,"Bruxelles",6,"g9",660,"mg2","N","Y","N",20.771676300578,6,"N","N","N","N","N","N","N","Y","Y"
"2070","H","l.118",8,"Tuesday",0,"N","IC",10,8,94,2,5,"wt.122",113.46242774566,"Hainaut",35,"g10",97,"mg3","N","N",213.74566473988,"Hainaut",79,"g10",97,"mg1","N","N","N",163.60404624277,57,"Y","N","Y","N","N","N","N","Y","N"
"2071","H","l.108",8,"Tuesday",0,"N","IC",17,8,94,2,5,"wt.122",160.14161849711,"Hainaut",97,"g10",97,"mg1","N","N",49.303468208092,"Hainaut",24,"g10",97,"mg4","N","N","N",104.722543352601,60.5,"Y","N","Y","N","N","N","N","Y","N"
"2072","H","l.89",8,"Tuesday",0,"Y","IC",10,9,90,2,6,"wt.119",59.245664739884,"West-Vlaanderen",62,"g11",183,"mg1","N","N",634.16473988439,"Bruxelles",641,"g9",660,"mg5","Y","N","Y",346.705202312137,351.5,"N","N","N","N","N","N","N","N","N"
"2073","H","l.36",8,"Tuesday",0,"Y","IC",21,8,93,4,6,"wt.122",351.9161849711,"Vlaams Brabant",300,"g3",300,"mg5","Y","N",640.26589595376,"Bruxelles",645,"g9",660,"mg5","Y","N","Y",496.09104046243,472.5,"N","N","N","Y","N","N","N","N","Y"
"2074","L","l.36",8,"Tuesday",0,"Y","IC",21,8,93,4,6,"wt.122",351.9161849711,"Vlaams Brabant",300,"g3",300,"mg5","Y","N",686.61560693642,"Bruxelles",660,"g9",660,"mg5","Y","N","Y",519.26589595376,480,"N","N","N","Y","N","N","N","N","Y"
"2075","L","l.50",8,"Tuesday",0,"Y","IC",8,8,93,3,5,"wt.119",309.01445086705,"Oost-Vlaanderen",343,"g2",343,"mg5","Y","N",686.61560693642,"Bruxelles",660,"g9",660,"mg5","Y","N","Y",497.815028901735,501.5,"N","N","N","N","N","N","N","N","Y"
"2076","H","l.66",8,"Tuesday",0,"N","IC",23,9,90,2,6,"wt.119",33.202312138728,"West-Vlaanderen",28,"g11",183,"mg4","N","N",153.11560693642,"West-Vlaanderen",116,"g11",183,"mg1","N","N","N",93.158959537574,72,"N","N","N","N","N","Y","N","Y","N"
"2077","L","l.25",8,"Tuesday",0,"N","S",27,8,92,3,6,"wt.119",91.372832369942,"Antwerpen",76,"g3",300,"mg1","N","N",31.939306358382,"Antwerpen",34,"g3",300,"mg3","N","N","N",61.656069364162,55,"N","N","N","N","N","N","N","Y","N"
"2078","H","l.36",8,"Tuesday",0,"Y","IC",16,8,93,4,6,"wt.122",351.9161849711,"Vlaams Brabant",300,"g3",300,"mg5","Y","N",634.16473988439,"Bruxelles",641,"g9",660,"mg5","Y","N","Y",493.040462427745,470.5,"N","N","N","Y","N","N","N","N","Y"
"2079","L","l.53",9,"Tuesday",1,"N","L",28,9,91,3,7,"wt.119",64.190751445087,"Oost-Vlaanderen",69,"g2",343,"mg1","N","N",101.87283236994,"Oost-Vlaanderen",100,"g8",334,"mg1","N","N","N",83.0317919075135,84.5,"N","N","N","N","N","N","N","N","Y"
"2080","L","l.50A",10,"Tuesday",2,"N","IC",11,9,84,5,10,"wt.119",164.41907514451,"West-Vlaanderen",183,"g11",183,"mg1","N","N",309.01445086705,"Oost-Vlaanderen",343,"g2",343,"mg5","Y","N","Y",236.71676300578,263,"N","N","N","N","N","N","N","N","N"
"2081","L","l.36",10,"Tuesday",2,"N","S",22,9,90,3,8,"wt.122",49.153179190751,"Bruxelles",35,"g9",660,"mg3","N","N",351.9161849711,"Vlaams Brabant",300,"g3",300,"mg5","Y","N","Y",200.534682080926,167.5,"N","Y","N","N","N","N","N","N","N"
"2083","L","l.35",14,"Tuesday",4,"Y","IC",17,10,87,6,10,"wt.122",180.59826589595,"Limburg",132,"g5",132,"mg1","N","N",686.61560693642,"Bruxelles",660,"g9",660,"mg5","Y","N","Y",433.606936416185,396,"N","N","N","N","N","N","N","N","N"
"2084","L","l.25",15,"Tuesday",3,"N","S",20,11,81,5,10,"wt.122",306.52312138728,"Antwerpen",253,"g3",300,"mg5","Y","N",102.76589595376,"Bruxelles",78,"g9",660,"mg1","N","N","Y",204.64450867052,165.5,"N","N","N","N","N","N","N","N","N"
"2085","L","l.35",16,"Tuesday",2,"N","IC",8,10,85,6,10,"wt.122",123.80057803468,"Vlaams Brabant",110,"g3",300,"mg1","N","N",351.9161849711,"Vlaams Brabant",300,"g3",300,"mg5","Y","N","Y",237.85838150289,205,"N","Y","N","Y","N","N","N","Y","N"
"2086","L","l.0",16,"Tuesday",2,"Y","IC",17,10,85,7,10,"wt.122",634.16473988439,"Bruxelles",641,"g9",660,"mg5","Y","N",686.61560693642,"Bruxelles",660,"g9",660,"mg5","Y","N","Y",660.390173410405,650.5,"N","N","N","N","N","N","N","Y","Y"
"2087","H","l.36",16,"Tuesday",2,"Y","P",9,10,85,7,10,"wt.122",634.16473988439,"Bruxelles",641,"g9",660,"mg5","Y","N",351.9161849711,"Vlaams Brabant",300,"g3",300,"mg5","Y","N","Y",493.040462427745,470.5,"N","Y","N","N","N","N","N","N","Y"
"2088","L","l.21",17,"Tuesday",1,"N","IC",16,10,89,7,10,"wt.122",87.508670520231,"Vlaams Brabant",109,"g3",300,"mg1","N","N",37.953757225434,"Limburg",42,"g5",132,"mg3","N","N","N",62.7312138728325,75.5,"N","N","N","Y","N","N","N","N","N"
"2089","H","l.36",17,"Tuesday",1,"N","S",22,10,86,7,10,"wt.119",49.153179190751,"Bruxelles",35,"g9",660,"mg3","N","N",72.329479768786,"Vlaams Brabant",52,"g9",660,"mg3","N","N","N",60.7413294797685,43.5,"N","Y","N","N","N","N","N","Y","Y"
"2090","H","l.36",17,"Tuesday",1,"N","S",22,10,85,7,10,"wt.119",72.329479768786,"Vlaams Brabant",52,"g9",660,"mg3","N","N",72.329479768786,"Vlaams Brabant",52,"g9",660,"mg3","N","N","N",72.329479768786,52,"N","Y","N","Y","N","N","N","Y","Y"
"2091","H","l.36",17,"Tuesday",1,"N","S",22,10,85,7,10,"wt.119",72.329479768786,"Vlaams Brabant",52,"g9",660,"mg3","N","N",49.153179190751,"Vlaams Brabant",29,"g9",660,"mg4","N","N","N",60.7413294797685,40.5,"N","Y","N","Y","N","N","N","Y","N"
"2092","H","l.36",17,"Tuesday",1,"N","S",22,10,85,7,10,"wt.119",49.153179190751,"Vlaams Brabant",29,"g9",660,"mg4","N","N",50.621387283237,"Vlaams Brabant",35,"g9",660,"mg3","N","N","N",49.887283236994,32,"N","Y","N","Y","N","N","N","Y","N"
"2093","H","l.36",17,"Tuesday",1,"N","S",22,10,85,7,10,"wt.119",50.621387283237,"Vlaams Brabant",35,"g9",660,"mg3","N","N",49.153179190751,"Vlaams Brabant",29,"g9",660,"mg4","N","N","N",49.887283236994,32,"N","Y","N","Y","N","N","N","Y","N"
"2094","H","l.36",17,"Tuesday",1,"N","S",22,10,85,7,10,"wt.119",49.153179190751,"Vlaams Brabant",29,"g9",660,"mg4","N","N",49.153179190751,"Vlaams Brabant",29,"g3",300,"mg4","N","N","N",49.153179190751,29,"N","Y","N","Y","N","N","N","N","Y"
"2095","H","l.36",17,"Tuesday",1,"N","S",22,10,86,7,10,"wt.122",49.153179190751,"Vlaams Brabant",29,"g3",300,"mg4","N","N",50.621387283237,"Vlaams Brabant",35,"g3",300,"mg3","N","N","N",49.887283236994,32,"N","Y","N","Y","N","N","N","Y","N"
"2096","L","l.94",18,"Tuesday",0,"Y","IC",20,9,87,8,10,"wt.119",634.16473988439,"Bruxelles",641,"g9",660,"mg5","Y","N",57.187861271676,"Hainaut",66,"g1",152,"mg1","N","N","Y",345.676300578033,353.5,"Y","N","N","N","N","N","N","N","N"
"2097","L","l.34",18,"Tuesday",0,"N","IC",16,9,94,5,5,"wt.143",107.27167630058,"Liège",19,"g6",119,"mg4","N","N",35.627167630058,"Liège",10,"g6",119,"mg2","N","Y","N",71.449421965319,14.5,"N","N","N","N","N","N","N","Y","N"
"2098","L","l.161",18,"Tuesday",0,"Y","IC",20,9,87,8,10,"wt.119",97.349710982659,"Bruxelles",116,"g9",660,"mg1","N","N",59.682080924855,"Bruxelles",31,"g9",660,"mg4","N","N","N",78.515895953757,73.5,"N","N","N","N","N","N","N","Y","N"
"2099","H","l.50A",19,"Tuesday",1,"N","IC",11,7,83,6,10,"wt.122",309.01445086705,"Oost-Vlaanderen",343,"g2",343,"mg5","Y","N",164.41907514451,"West-Vlaanderen",183,"g11",183,"mg1","N","N","Y",236.71676300578,263,"N","N","N","N","N","N","N","N","N"
"2100","L","l.66",19,"Tuesday",1,"N","IC",8,8,85,6,10,"wt.119",53.095375722543,"West-Vlaanderen",64,"g11",183,"mg1","N","N",164.41907514451,"West-Vlaanderen",183,"g11",183,"mg1","N","N","N",108.757225433527,123.5,"N","N","N","N","N","Y","N","Y","Y"
"2101","L","l.19",20,"Tuesday",2,"N","IC",11,8,90,4,10,"wt.122",18.543352601156,"Limburg",16,"g5",132,"mg4","N","N",467.98265895954,"Antwerpen",334,"g8",334,"mg5","Y","N","Y",243.263005780348,175,"N","N","N","N","N","N","N","N","N"
"2102","L","l.25",20,"Tuesday",2,"Y","IC",14,7,88,8,10,"wt.122",130.41329479769,"Vlaams Brabant",116,"g9",660,"mg1","N","N",640.26589595376,"Bruxelles",645,"g9",660,"mg5","Y","N","Y",385.339595375725,380.5,"N","N","N","Y","N","N","N","Y","N"
"2103","L","l.36",21,"Tuesday",3,"Y","IC",11,7,91,7,10,"wt.122",351.9161849711,"Vlaams Brabant",300,"g3",300,"mg5","Y","N",686.61560693642,"Bruxelles",660,"g9",660,"mg5","Y","N","Y",519.26589595376,480,"N","N","N","Y","N","N","N","N","Y"
"2104","H","l.125",22,"Tuesday",4,"N","IC",15,5,96,6,3,"wt.248",213.74566473988,"Hainaut",79,"g10",97,"mg1","N","N",137.38439306358,"Liège",38,"g6",119,"mg3","N","N","N",175.56502890173,58.5,"N","N","Y","N","N","N","N","N","N"
"2105","L","l.25",22,"Tuesday",4,"N","S",27,7,87,6,10,"wt.122",306.52312138728,"Antwerpen",253,"g3",300,"mg5","Y","N",10.28323699422,"Vlaams Brabant",15,"g9",660,"mg4","N","N","Y",158.40317919075,134,"N","Y","N","N","N","N","N","N","N"
"2106","L","l.25",22,"Tuesday",4,"N","S",27,7,87,6,10,"wt.122",306.52312138728,"Antwerpen",253,"g3",300,"mg5","Y","N",10.28323699422,"Vlaams Brabant",15,"g9",660,"mg4","N","N","Y",158.40317919075,134,"N","Y","N","N","N","N","N","N","N"
"2107","L","l.25",22,"Tuesday",4,"N","S",27,7,87,6,10,"wt.122",306.52312138728,"Antwerpen",253,"g3",300,"mg5","Y","N",10.28323699422,"Vlaams Brabant",15,"g9",660,"mg4","N","N","Y",158.40317919075,134,"N","Y","N","N","N","N","N","N","N"
"2108","L","l.50A",23,"Tuesday",5,"N","P",10,7,92,7,10,"wt.113",164.41907514451,"West-Vlaanderen",183,"g11",183,"mg1","N","N",78.488439306358,"Oost-Vlaanderen",91,"g2",343,"mg1","N","N","N",121.453757225434,137,"N","N","N","N","N","N","N","N","Y"
"2109","L","l.50A",23,"Tuesday",5,"N","P",10,7,92,7,10,"wt.113",164.41907514451,"West-Vlaanderen",183,"g11",183,"mg1","N","N",78.488439306358,"Oost-Vlaanderen",91,"g2",343,"mg1","N","N","N",121.453757225434,137,"N","N","N","N","N","N","N","N","Y"
"2110","L","l.50A",23,"Tuesday",5,"N","IC",16,7,92,7,10,"wt.113",164.41907514451,"West-Vlaanderen",183,"g11",183,"mg1","N","N",78.488439306358,"Oost-Vlaanderen",91,"g2",343,"mg1","N","N","N",121.453757225434,137,"N","N","N","N","N","N","N","N","Y"
"2111","L","l.50A",23,"Tuesday",5,"N","L",28,7,92,7,10,"wt.113",164.41907514451,"West-Vlaanderen",183,"g11",183,"mg1","N","N",309.01445086705,"Oost-Vlaanderen",343,"g2",343,"mg5","Y","N","Y",236.71676300578,263,"N","N","N","N","N","N","N","N","N"
"2112","L","l.50A",23,"Tuesday",5,"N","L",28,7,92,7,10,"wt.113",164.41907514451,"West-Vlaanderen",183,"g11",183,"mg1","N","N",309.01445086705,"Oost-Vlaanderen",343,"g2",343,"mg5","Y","N","Y",236.71676300578,263,"N","N","N","N","N","N","N","N","N"
"2113","L","l.36",7,"Wednesday",1,"Y","IC",13,5,91,4,6,"wt.143",142.60115606936,"Bruxelles",116,"g9",660,"mg1","N","N",171.02023121387,"Vlaams Brabant",173,"g9",660,"mg1","N","N","N",156.810693641615,144.5,"N","Y","N","N","N","N","N","Y","Y"
"2114","L","l.161",7,"Wednesday",1,"Y","S",11,5,91,4,6,"wt.143",30.734104046243,"Brabant Wallon",36,"g4",114,"mg3","N","N",142.60115606936,"Bruxelles",116,"g9",660,"mg1","N","N","N",86.6676300578015,76,"N","N","N","N","N","N","N","N","N"
"2115","L","l.0",7,"Wednesday",1,"Y","IC",19,5,91,4,6,"wt.143",686.61560693642,"Bruxelles",660,"g9",660,"mg5","Y","N",634.16473988439,"Bruxelles",641,"g9",660,"mg5","Y","N","Y",660.390173410405,650.5,"N","N","N","N","N","N","N","Y","Y"
"2116","L","l.89",7,"Wednesday",1,"Y","IC",10,4,91,3,4,"wt.143",59.245664739884,"West-Vlaanderen",62,"g11",183,"mg1","N","N",634.16473988439,"Bruxelles",641,"g9",660,"mg5","Y","N","Y",346.705202312137,351.5,"N","N","N","N","N","N","N","N","N"
"2117","L","l.124",8,"Wednesday",0,"N","IC",11,5,88,3,6,"wt.113",123.60693641618,"Hainaut",60,"g10",97,"mg1","N","N",101.96242774566,"Hainaut",54,"g10",97,"mg3","N","N","N",112.78468208092,57,"Y","N","Y","N","N","N","N","Y","N"
"2118","H","l.36",8,"Wednesday",0,"Y","IC",28,6,89,3,6,"wt.113",351.9161849711,"Vlaams Brabant",300,"g3",300,"mg5","Y","N",171.02023121387,"Vlaams Brabant",173,"g9",660,"mg1","N","N","Y",261.468208092485,236.5,"N","Y","N","Y","N","N","N","N","N"
"2119","H","l.36",9,"Wednesday",1,"Y","IC",28,6,85,5,7,"wt.113",171.02023121387,"Vlaams Brabant",173,"g9",660,"mg1","N","N",640.26589595376,"Bruxelles",645,"g9",660,"mg5","Y","N","Y",405.643063583815,409,"N","N","N","Y","N","N","N","Y","N"
"2120","H","l.0",9,"Wednesday",1,"Y","IC",28,5,84,4,7,"wt.113",640.26589595376,"Bruxelles",645,"g9",660,"mg5","Y","N",634.16473988439,"Bruxelles",641,"g9",660,"mg5","Y","N","Y",637.215317919075,643,"N","N","N","N","N","N","N","Y","Y"
"2121","L","l.0",9,"Wednesday",1,"Y","IC",28,5,84,4,7,"wt.113",634.16473988439,"Bruxelles",641,"g9",660,"mg5","Y","N",686.61560693642,"Bruxelles",660,"g9",660,"mg5","Y","N","Y",660.390173410405,650.5,"N","N","N","N","N","N","N","Y","Y"
"2122","L","l.25",9,"Wednesday",1,"N","IC",14,6,84,5,7,"wt.113",306.52312138728,"Antwerpen",253,"g3",300,"mg5","Y","N",45.696531791908,"Antwerpen",29,"g8",334,"mg4","N","N","Y",176.109826589594,141,"N","N","N","N","N","N","N","N","N"
"2123","L","l.36",9,"Wednesday",1,"Y","P",9,6,85,3,7,"wt.113",123.80057803468,"Vlaams Brabant",110,"g3",300,"mg1","N","N",634.16473988439,"Bruxelles",641,"g9",660,"mg5","Y","N","Y",378.982658959535,375.5,"N","N","N","Y","N","N","N","N","N"
"2124","L","l.94",9,"Wednesday",1,"N","IC",20,4,83,3,10,"wt.113",35.083815028902,"Hainaut",42,"g7",63,"mg3","N","N",66.294797687861,"Hainaut",49,"g1",152,"mg3","N","N","N",50.6893063583815,45.5,"Y","N","Y","N","N","N","N","N","Y"
"2125","H","l.94",9,"Wednesday",1,"N","IC",20,4,83,3,10,"wt.113",57.187861271676,"Hainaut",66,"g1",152,"mg1","N","N",182.09826589595,"Vlaams Brabant",139,"g9",660,"mg1","N","N","N",119.643063583813,102.5,"N","Y","Y","N","N","N","N","N","Y"
"2126","H","l.0",10,"Wednesday",2,"Y","S",15,6,80,4,8,"wt.113",39.121387283237,"Vlaams Brabant",30,"g8",334,"mg4","N","N",634.16473988439,"Bruxelles",641,"g9",660,"mg5","Y","N","Y",336.643063583814,335.5,"N","N","N","Y","N","N","N","N","N"
"2127","L","l.50A",11,"Wednesday",3,"N","IC",12,10,74,8,9,"wt.116",164.41907514451,"West-Vlaanderen",183,"g11",183,"mg1","N","N",309.01445086705,"Oost-Vlaanderen",343,"g2",343,"mg5","Y","N","Y",236.71676300578,263,"N","N","N","N","N","N","N","N","N"
"2128","L","l.27",11,"Wednesday",3,"Y","IC",17,9,76,5,9,"wt.113",101.30924855491,"Antwerpen",62,"g3",300,"mg1","N","N",686.61560693642,"Bruxelles",660,"g9",660,"mg5","Y","N","Y",393.962427745665,361,"N","N","N","N","N","N","N","N","N"
"2129","L","l.96",12,"Wednesday",4,"Y","IC",20,9,71,4,10,"wt.113",182.09826589595,"Vlaams Brabant",139,"g9",660,"mg1","N","N",686.61560693642,"Bruxelles",660,"g9",660,"mg5","Y","N","Y",434.356936416185,399.5,"N","N","N","Y","N","N","N","Y","N"
"2130","L","l.36",13,"Wednesday",5,"Y","IC",15,10,71,4,10,"wt.113",686.61560693642,"Bruxelles",660,"g9",660,"mg5","Y","N",351.9161849711,"Vlaams Brabant",300,"g3",300,"mg5","Y","N","Y",519.26589595376,480,"N","Y","N","N","N","N","N","N","Y"
"2131","L","l.52",13,"Wednesday",5,"N","L",11,11,71,8,10,"wt.113",71.193641618497,"Antwerpen",54,"g8",334,"mg3","N","N",421.64450867052,"Antwerpen",322,"g8",334,"mg5","Y","N","Y",246.419075144508,188,"N","N","N","N","N","N","N","Y","N"
"2132","H","l.36",13,"Wednesday",5,"Y","IC",21,10,71,4,10,"wt.113",634.16473988439,"Bruxelles",641,"g9",660,"mg5","Y","N",351.9161849711,"Vlaams Brabant",300,"g3",300,"mg5","Y","N","Y",493.040462427745,470.5,"N","Y","N","N","N","N","N","N","Y"
"2133","L","l.25",16,"Wednesday",2,"N","IC",9,12,74,8,10,"wt.113",467.98265895954,"Antwerpen",334,"g8",334,"mg5","Y","N",130.41329479769,"Vlaams Brabant",116,"g9",660,"mg1","N","N","Y",299.197976878615,225,"N","Y","N","N","N","N","N","N","N"
"2134","L","l.90",17,"Wednesday",1,"N","P",7,10,80,4,10,"wt.113",66.294797687861,"Hainaut",49,"g1",152,"mg3","N","N",27.14161849711,"Hainaut",7,"g1",152,"mg2","N","Y","N",46.7182080924855,28,"Y","N","Y","N","N","N","N","Y","N"
"2135","L","l.50",17,"Wednesday",1,"Y","IC",16,11,79,7,10,"wt.113",44.722543352601,"Oost-Vlaanderen",67,"g2",343,"mg1","N","N",686.61560693642,"Bruxelles",660,"g9",660,"mg5","Y","N","Y",365.66907514451,363.5,"N","N","N","N","N","N","N","N","N"
"2136","L","l.96",17,"Wednesday",1,"Y","P",12,10,79,6,10,"wt.113",686.61560693642,"Bruxelles",660,"g9",660,"mg5","Y","N",182.09826589595,"Vlaams Brabant",139,"g9",660,"mg1","N","N","Y",434.356936416185,399.5,"N","Y","N","N","N","N","N","Y","N"
"2137","L","l.36",17,"Wednesday",1,"Y","IC",16,10,79,6,10,"wt.113",686.61560693642,"Bruxelles",660,"g9",660,"mg5","Y","N",351.9161849711,"Vlaams Brabant",300,"g3",300,"mg5","Y","N","Y",519.26589595376,480,"N","Y","N","N","N","N","N","N","Y"
"2138","H","l.124",17,"Wednesday",1,"Y","S",28,10,79,6,10,"wt.113",686.61560693642,"Bruxelles",660,"g9",660,"mg5","Y","N",51.696531791908,"Vlaams Brabant",47,"g9",660,"mg3","N","N","Y",369.156069364164,353.5,"N","Y","N","N","N","N","N","Y","N"
"2139","H","l.124",17,"Wednesday",1,"N","S",28,10,80,5,10,"wt.113",21.728323699422,"Bruxelles",18,"g9",660,"mg4","N","N",21.728323699422,"Bruxelles",18,"g9",660,"mg4","N","N","N",21.728323699422,18,"N","N","N","N","N","N","N","Y","Y"
"2140","L","l.0",18,"Wednesday",0,"Y","P",12,9,84,6,10,"wt.113",634.16473988439,"Bruxelles",641,"g9",660,"mg5","Y","N",640.26589595376,"Bruxelles",645,"g9",660,"mg5","Y","N","Y",637.215317919075,643,"N","N","N","N","N","N","N","Y","Y"
"2141","L","l.0",18,"Wednesday",0,"Y","P",12,9,84,6,10,"wt.113",634.16473988439,"Bruxelles",641,"g9",660,"mg5","Y","N",640.26589595376,"Bruxelles",645,"g9",660,"mg5","Y","N","Y",637.215317919075,643,"N","N","N","N","N","N","N","Y","Y"
"2142","L","l.0",18,"Wednesday",0,"Y","P",12,9,84,6,10,"wt.113",634.16473988439,"Bruxelles",641,"g9",660,"mg5","Y","N",640.26589595376,"Bruxelles",645,"g9",660,"mg5","Y","N","Y",637.215317919075,643,"N","N","N","N","N","N","N","Y","Y"
"2143","L","l.36",18,"Wednesday",0,"Y","P",12,9,84,6,10,"wt.113",640.26589595376,"Bruxelles",645,"g9",660,"mg5","Y","N",351.9161849711,"Vlaams Brabant",300,"g3",300,"mg5","Y","N","Y",496.09104046243,472.5,"N","Y","N","N","N","N","N","N","Y"
